,km_driven,fuel,seller_type,transmission,owner,seats,age,mileage_count,engine_volume,max_power_count,torque_1,rpm_min,rpm_max
6055,13500,Petrol,Individual,Manual,First Owner,7.0,5,13.125,1373.0,91.1,130.0,4000.0,4000.0
6056,260000,Diesel,Individual,Manual,First Owner,8.0,13,10.88,2494.0,102.0,199.92,1400.0,3400.0
6057,65000,Diesel,Individual,Manual,First Owner,5.0,3,21.59,1186.0,73.97,190.25,1750.0,2250.0
6058,40000,Petrol,Individual,Manual,Second Owner,5.0,5,15.5475,1373.0,91.1,130.0,4000.0,4000.0
6059,30000,Petrol,Individual,Manual,First Owner,5.0,2,15.225000000000001,1086.0,68.0,99.0,4500.0,4500.0
6060,120000,Diesel,Individual,Manual,First Owner,7.0,5,11.475,2477.0,175.56,400.0,2000.0,2500.0
6061,112011,Diesel,Individual,Manual,First Owner,7.0,8,11.840499999999999,2179.0,138.1,320.0,1700.0,2700.0
6062,125000,Diesel,Individual,Manual,First Owner,7.0,6,11.0415,2494.0,100.6,200.0,1400.0,3400.0
6063,125000,Diesel,Individual,Manual,First Owner,7.0,6,11.0415,2494.0,100.6,200.0,1400.0,3400.0
6064,43000,Diesel,Individual,Manual,First Owner,5.0,12,15.98,1248.0,90.0,200.0,1750.0,3000.0
6065,53534,Diesel,Individual,Manual,First Owner,7.0,2,13.566,2523.0,62.1,195.0,1400.0,2200.0
6066,20000,Petrol,Individual,Manual,First Owner,5.0,2,15.225000000000001,1199.0,83.81,114.0,3500.0,3500.0
6067,70000,Diesel,Individual,Manual,Third Owner,7.0,8,12.834999999999999,2179.0,140.0,330.0,1600.0,2800.0
6068,150000,Diesel,Individual,Manual,First Owner,7.0,6,13.09,1997.0,120.0,280.0,1800.0,2800.0
6069,100000,Diesel,Individual,Manual,Second Owner,5.0,9,16.49,1405.0,70.0,135.4,2500.0,2500.0
6070,50000,Diesel,Individual,Manual,First Owner,7.0,6,14.0675,2498.0,105.0,247.0,1800.0,2000.0
6071,120000,Petrol,Individual,Manual,Second Owner,5.0,8,13.875,1197.0,82.85,113.7,4000.0,4000.0
6072,110000,Diesel,Individual,Manual,Third Owner,5.0,8,19.465,1248.0,74.0,190.0,2000.0,2000.0
6073,120000,Diesel,Individual,Manual,First Owner,7.0,9,13.107,1405.0,70.0,135.0,2500.0,2500.0
6074,248119,Diesel,Individual,Manual,Fourth & Above Owner,8.0,14,10.88,2494.0,102.0,199.92,1400.0,3400.0
6075,16500,Petrol,Individual,Manual,Second Owner,5.0,4,17.2575,999.0,67.0,91.0,4250.0,4250.0
6076,9900,Petrol,Individual,Manual,First Owner,5.0,5,17.9625,998.0,67.05,90.0,3500.0,3500.0
6077,80000,Petrol,Individual,Manual,Third Owner,5.0,9,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
6078,100000,Petrol,Individual,Manual,Second Owner,5.0,11,12.0,1368.0,90.0,115.0,4500.0,4500.0
6079,20000,Petrol,Individual,Manual,First Owner,5.0,1,17.445,1197.0,88.5,113.0,4400.0,4400.0
6080,90000,Diesel,Individual,Manual,First Owner,5.0,5,23.8765,1248.0,88.5,200.0,1750.0,1750.0
6081,15000,Diesel,Individual,Manual,First Owner,6.0,2,14.0675,2498.0,105.0,247.0,1800.0,2000.0
6082,140000,Diesel,Individual,Manual,First Owner,5.0,10,17.935000000000002,1248.0,73.9,190.0,2000.0,2000.0
6083,120000,Diesel,Individual,Manual,Second Owner,5.0,9,19.55,1396.0,90.0,219.52,1750.0,2750.0
6084,90000,Diesel,Individual,Manual,First Owner,7.0,6,17.6545,1248.0,88.76,200.0,1750.0,1750.0
6085,20000,Diesel,Individual,Automatic,First Owner,5.0,3,17.323,1968.0,143.0,320.0,1750.0,3000.0
6086,61000,Diesel,Individual,Manual,First Owner,7.0,6,11.0415,2494.0,100.6,200.0,1200.0,3600.0
6087,100000,Diesel,Individual,Manual,Second Owner,5.0,9,18.53,1461.0,78.0,240.0,2000.0,2000.0
6088,100000,Diesel,Individual,Manual,First Owner,5.0,12,15.385000000000002,1493.0,110.0,235.20000000000002,1900.0,2750.0
6089,170000,Diesel,Individual,Manual,Third Owner,7.0,12,11.559999999999999,2523.0,63.0,180.0,1440.0,1500.0
6090,100000,Petrol,Individual,Manual,Second Owner,5.0,8,12.585,1496.0,88.73,132.0,3000.0,3000.0
6091,120000,Diesel,Individual,Manual,Second Owner,7.0,10,11.559999999999999,2523.0,63.0,180.0,1440.0,1500.0
6092,50000,Diesel,Individual,Manual,First Owner,5.0,6,17.119,1498.0,88.8,230.0,1500.0,2500.0
6094,25000,Petrol,Individual,Manual,First Owner,5.0,6,17.055,796.0,47.3,69.0,3500.0,3500.0
6095,80000,Diesel,Individual,Manual,Second Owner,5.0,8,18.972,1582.0,126.32,259.8,1900.0,2750.0
6096,100000,Diesel,Individual,Manual,Second Owner,5.0,10,17.935000000000002,1248.0,73.9,113.0,4500.0,4500.0
6097,93000,Petrol,Individual,Manual,Second Owner,5.0,6,15.637500000000001,1197.0,83.14,115.0,4000.0,4000.0
6098,50000,Diesel,Individual,Manual,First Owner,7.0,4,20.842,1248.0,88.5,200.0,1750.0,1750.0
6099,19600,Diesel,Individual,Manual,First Owner,5.0,2,18.785,1396.0,88.7,219.7,1500.0,2750.0
6100,104000,Petrol,Individual,Manual,First Owner,5.0,4,11.73,1193.0,64.1,100.0,2700.0,2700.0
6101,33000,Diesel,Individual,Manual,First Owner,5.0,4,19.55,1498.0,98.96,205.0,1750.0,3250.0
6102,60000,Diesel,Individual,Manual,First Owner,7.0,4,15.716499999999998,1493.0,100.0,240.0,1600.0,2800.0
6103,60000,Diesel,Individual,Manual,First Owner,9.0,5,13.566,2523.0,63.0,180.0,1440.0,1500.0
6104,40000,Petrol,Individual,Manual,First Owner,5.0,6,9.93,1598.0,102.5,145.0,3750.0,3750.0
6105,60000,Diesel,Individual,Manual,First Owner,5.0,5,23.188,1047.0,69.0,140.0,1800.0,3000.0
6106,80000,LPG,Individual,Manual,First Owner,5.0,11,13.2,1495.0,93.7,124.5,3500.0,3500.0
6107,376412,Diesel,Individual,Manual,Second Owner,8.0,14,10.88,2494.0,102.0,199.92,1400.0,3400.0
6108,70000,Petrol,Individual,Manual,First Owner,5.0,9,13.440000000000001,1086.0,62.1,96.1,3000.0,3000.0
6109,90000,Petrol,Individual,Manual,Third Owner,5.0,9,15.690000000000001,998.0,67.1,90.0,3500.0,3500.0
6110,183000,Diesel,Individual,Manual,First Owner,9.0,7,13.566,2523.0,63.0,180.0,1440.0,1500.0
6111,27000,Diesel,Individual,Manual,First Owner,5.0,3,20.655,1248.0,88.5,200.0,1750.0,1750.0
6112,35000,Diesel,Individual,Manual,First Owner,5.0,4,19.55,1498.0,98.96,205.0,1750.0,3250.0
6113,120000,Diesel,Individual,Manual,First Owner,5.0,8,19.465,1248.0,74.0,190.0,2000.0,2000.0
6114,80000,Diesel,Individual,Manual,Second Owner,5.0,7,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
6115,70000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,7,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
6116,55000,LPG,Individual,Manual,First Owner,5.0,8,14.4,998.0,61.7,85.0,3500.0,3500.0
6117,120000,Diesel,Individual,Manual,Second Owner,5.0,12,17.935000000000002,1248.0,73.9,113.0,4500.0,4500.0
6118,72000,Petrol,Individual,Manual,Second Owner,5.0,9,13.125,1197.0,85.8,114.0,4000.0,4000.0
6119,120000,Diesel,Individual,Manual,Second Owner,7.0,14,10.2,2092.0,127.0,196.0,3750.0,3750.0
6120,250000,Diesel,Individual,Manual,First Owner,5.0,7,20.0515,1364.0,67.04,170.0,1800.0,2400.0
6121,100000,Diesel,Individual,Manual,First Owner,9.0,5,11.543,2499.0,72.4,171.0,1800.0,1800.0
6122,120000,Diesel,Individual,Manual,Second Owner,7.0,8,13.005,2956.0,83.83,250.0,1000.0,2000.0
6123,50000,Petrol,Individual,Automatic,First Owner,5.0,6,14.504999999999999,1198.0,76.0,104.0,4400.0,4400.0
6124,32000,Petrol,Individual,Manual,First Owner,5.0,7,14.174999999999999,1197.0,82.0,114.0,4000.0,4000.0
6125,60000,Petrol,Individual,Manual,First Owner,5.0,13,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
6126,30000,Diesel,Individual,Manual,First Owner,5.0,3,16.8895,1461.0,83.14,200.0,1750.0,1750.0
6127,100000,Diesel,Individual,Manual,Second Owner,7.0,11,11.840499999999999,2179.0,138.1,320.0,1700.0,2700.0
6128,50000,Diesel,Individual,Manual,First Owner,7.0,5,15.716499999999998,1493.0,100.0,240.0,1600.0,2800.0
6130,5000,Petrol,Individual,Manual,First Owner,5.0,3,14.174999999999999,1197.0,81.86,113.75,4000.0,4000.0
6131,12000,Diesel,Individual,Manual,First Owner,5.0,4,14.535,1956.0,170.0,350.0,1750.0,2500.0
6132,70000,Diesel,Individual,Manual,First Owner,9.0,5,13.566,2523.0,63.0,180.0,1440.0,1500.0
6133,50000,Petrol,Individual,Manual,Second Owner,5.0,14,11.445,1150.0,74.9,110.0,4400.0,4400.0
6134,70000,Diesel,Individual,Manual,Second Owner,7.0,7,12.834999999999999,2179.0,140.0,330.0,1600.0,2800.0
6135,50000,Petrol,Individual,Manual,First Owner,5.0,6,16.049999999999997,1197.0,83.1,115.0,4000.0,4000.0
6136,40000,Petrol,Individual,Manual,First Owner,5.0,9,12.3525,1198.0,73.9,110.0,3750.0,3750.0
6137,30000,Petrol,Individual,Manual,First Owner,5.0,7,14.325000000000001,1197.0,82.0,114.0,4000.0,4000.0
6138,15000,Petrol,Individual,Manual,First Owner,5.0,3,18.525,796.0,47.3,69.0,3500.0,3500.0
6139,40000,Petrol,Individual,Manual,First Owner,5.0,6,13.049999999999999,1497.0,117.3,145.0,4600.0,4600.0
6140,40000,Petrol,Individual,Manual,First Owner,5.0,4,14.6175,1198.0,67.04,104.0,4000.0,4000.0
6141,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,8,13.950000000000001,1197.0,85.8,114.0,4000.0,4000.0
6142,67000,Petrol,Individual,Manual,First Owner,5.0,8,13.950000000000001,1197.0,85.8,114.0,4000.0,4000.0
6143,60000,Petrol,Individual,Manual,Second Owner,5.0,11,13.125,1298.0,85.8,114.0,4000.0,4000.0
6144,60000,Petrol,Individual,Manual,First Owner,5.0,4,16.875,999.0,67.0,91.0,4250.0,4250.0
6145,30000,Petrol,Individual,Manual,First Owner,5.0,5,17.88,1199.0,84.0,114.0,3500.0,3500.0
6146,40000,Diesel,Individual,Manual,First Owner,5.0,3,21.93,1498.0,98.6,200.0,1750.0,1750.0
6147,50000,Petrol,Individual,Manual,Second Owner,5.0,5,13.620000000000001,1197.0,78.8,104.0,3100.0,3100.0
6148,200000,Petrol,Individual,Automatic,Third Owner,5.0,14,9.825,1997.0,141.1,190.0,4200.0,4200.0
6149,14000,Petrol,Individual,Manual,Second Owner,6.0,5,13.612499999999999,1198.0,82.0,115.0,3500.0,3600.0
6150,70000,Diesel,Individual,Manual,First Owner,9.0,6,11.543,2499.0,72.4,171.0,1800.0,1800.0
6151,94000,Diesel,Individual,Manual,Second Owner,5.0,11,17.935000000000002,1248.0,75.0,190.0,2000.0,2000.0
6152,197000,Diesel,Individual,Manual,First Owner,10.0,6,11.543,2499.0,72.4,171.0,1800.0,1800.0
6153,79000,Diesel,Individual,Manual,Second Owner,5.0,6,21.955499999999997,1498.0,99.0,215.0,1750.0,3000.0
6154,120000,Diesel,Individual,Manual,Second Owner,5.0,13,15.895,1896.0,66.0,210.0,1900.0,1900.0
6155,30000,Diesel,Individual,Manual,First Owner,8.0,2,14.705,1497.0,121.0,300.0,1750.0,2500.0
6156,20000,Petrol,Individual,Manual,First Owner,5.0,3,15.3825,998.0,67.04,90.0,3500.0,3500.0
6157,17000,Petrol,Individual,Manual,First Owner,5.0,3,15.3825,998.0,67.04,90.0,3500.0,3500.0
6158,20000,Petrol,Individual,Manual,First Owner,5.0,3,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
6159,60000,Petrol,Individual,Manual,First Owner,5.0,5,18.8775,799.0,53.3,72.0,4386.0,4386.0
6160,70000,Petrol,Individual,Manual,Third Owner,5.0,14,11.25,1086.0,66.6,101.92000000000002,3200.0,3200.0
6161,150000,Diesel,Individual,Manual,First Owner,7.0,4,14.96,2179.0,153.86,400.0,1750.0,2500.0
6162,35000,Diesel,Individual,Manual,First Owner,7.0,4,14.96,2179.0,153.86,400.0,1750.0,2500.0
6163,60000,Diesel,Individual,Manual,First Owner,5.0,11,19.5755,1396.0,69.0,140.0,1800.0,3000.0
6164,60000,CNG,Individual,Manual,First Owner,5.0,3,26.6,998.0,58.16,77.0,3500.0,3500.0
6165,57000,Petrol,Individual,Manual,First Owner,5.0,4,13.350000000000001,1198.0,86.7,109.0,4500.0,4500.0
6166,120000,Diesel,Individual,Manual,Second Owner,5.0,9,15.13,1405.0,70.0,132.3,2500.0,2500.0
6167,30000,Petrol,Individual,Manual,First Owner,5.0,4,17.2575,999.0,67.0,91.0,4250.0,4250.0
6168,175000,Diesel,Individual,Manual,First Owner,5.0,5,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
6169,90000,Diesel,Individual,Manual,First Owner,5.0,11,14.45,1405.0,70.0,132.3,2500.0,2500.0
6170,110000,Diesel,Individual,Manual,Second Owner,5.0,12,14.62,1396.0,53.5,83.30000000000001,2500.0,2500.0
6171,35000,Petrol,Individual,Manual,Second Owner,5.0,6,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
6172,81000,Diesel,Individual,Manual,First Owner,7.0,4,11.628,2393.0,147.8,343.0,1400.0,2800.0
6173,60000,Diesel,Individual,Automatic,First Owner,7.0,4,14.96,2179.0,153.86,400.0,1750.0,2500.0
6174,60000,Diesel,Individual,Manual,First Owner,5.0,5,22.099999999999998,1498.0,98.6,200.0,1750.0,1750.0
6175,70000,Petrol,Individual,Automatic,First Owner,5.0,5,10.274999999999999,1991.0,183.0,300.0,1200.0,1400.0
6177,50000,Diesel,Individual,Manual,First Owner,5.0,6,21.93,1498.0,98.6,200.0,1750.0,1750.0
6178,65000,Petrol,Individual,Manual,First Owner,7.0,3,14.265,1198.0,67.05,104.0,4000.0,4000.0
6179,80000,Diesel,Individual,Manual,Second Owner,5.0,8,18.7595,1199.0,73.9,180.0,2000.0,2000.0
6180,35000,Petrol,Individual,Automatic,First Owner,5.0,4,15.9075,1197.0,81.8,113.0,4200.0,4200.0
6181,70000,Petrol,Individual,Manual,First Owner,5.0,14,13.649999999999999,998.0,67.1,90.0,3500.0,3500.0
6182,100000,Petrol,Individual,Manual,Second Owner,5.0,6,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
6183,55000,Petrol,Individual,Automatic,First Owner,5.0,3,11.100000000000001,1591.0,121.3,151.0,4850.0,4850.0
6184,80000,Diesel,Individual,Manual,Second Owner,7.0,8,11.0415,2494.0,100.6,200.0,1200.0,3600.0
6185,40000,Petrol,Individual,Manual,First Owner,5.0,5,13.0725,1396.0,105.5,135.3,5000.0,5000.0
6186,108916,Petrol,Individual,Manual,Second Owner,5.0,8,15.3825,998.0,67.04,90.0,3500.0,3500.0
6187,80000,Petrol,Individual,Manual,First Owner,5.0,7,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
6188,50000,Diesel,Individual,Manual,Second Owner,5.0,5,22.099999999999998,1498.0,98.6,200.0,1750.0,1750.0
6189,90000,Petrol,Individual,Manual,Second Owner,5.0,9,13.440000000000001,1086.0,62.1,96.1,3000.0,3000.0
6190,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
6191,90000,Diesel,Individual,Manual,First Owner,5.0,9,19.55,1396.0,90.0,219.52,1750.0,2750.0
6192,70000,Diesel,Individual,Manual,First Owner,5.0,12,17.935000000000002,1248.0,73.9,113.0,4500.0,4500.0
6193,31000,Diesel,Individual,Manual,First Owner,6.0,3,21.522,1198.0,77.0,190.0,1750.0,2250.0
6194,120000,Diesel,Individual,Manual,Second Owner,5.0,12,16.405,1248.0,73.9,190.0,2000.0,2000.0
6195,40000,Petrol,Individual,Manual,First Owner,5.0,5,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
6196,180000,Diesel,Individual,Manual,First Owner,5.0,6,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
6197,90000,Petrol,Individual,Manual,Second Owner,5.0,10,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
6198,110000,Petrol,Individual,Manual,Second Owner,5.0,13,13.274999999999999,1497.0,78.0,124.46000000000001,2700.0,2700.0
6199,59000,Petrol,Individual,Manual,Second Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
6200,60000,Petrol,Individual,Manual,Second Owner,5.0,7,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
6202,70000,Petrol,Individual,Manual,Second Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
6203,190000,Diesel,Individual,Manual,First Owner,5.0,12,14.45,1405.0,71.0,135.0,2500.0,2500.0
6204,180000,Diesel,Individual,Manual,First Owner,5.0,8,17.68,1461.0,64.1,160.0,2000.0,2000.0
6205,150000,Diesel,Individual,Manual,Second Owner,7.0,11,9.775,2982.0,171.0,343.0,1400.0,3400.0
6206,130000,Diesel,Individual,Manual,Second Owner,5.0,14,14.042,1991.0,123.7,305.0,2000.0,2000.0
6207,120000,Diesel,Individual,Automatic,Second Owner,5.0,8,18.972,1582.0,126.3,259.9,1900.0,2750.0
6208,80000,Diesel,Individual,Manual,Second Owner,5.0,12,15.197999999999999,1396.0,52.8,85.0,2500.0,2500.0
6209,80000,Diesel,Individual,Manual,Second Owner,5.0,7,18.972,1582.0,126.32,259.8,1900.0,2750.0
6210,20000,Petrol,Individual,Manual,First Owner,5.0,4,16.875,999.0,67.0,91.0,4250.0,4250.0
6211,60000,Petrol,Individual,Manual,Second Owner,4.0,14,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
6212,120000,Diesel,Individual,Manual,Third Owner,5.0,10,18.7595,1199.0,73.9,180.0,2000.0,2000.0
6213,147000,Diesel,Individual,Manual,Second Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
6214,51000,Diesel,Individual,Manual,First Owner,5.0,3,21.335,1248.0,88.5,200.0,1750.0,1750.0
6215,60000,Petrol,Individual,Manual,Third Owner,5.0,14,13.274999999999999,1497.0,78.0,124.46000000000001,2700.0,2700.0
6216,220000,Diesel,Individual,Manual,First Owner,8.0,12,10.88,2494.0,102.0,199.92,1400.0,3400.0
6217,20000,Petrol,Individual,Manual,First Owner,5.0,4,18.525,796.0,47.3,69.0,3500.0,3500.0
6218,40000,Petrol,Individual,Manual,First Owner,5.0,4,17.9625,998.0,67.05,90.0,3500.0,3500.0
6219,35000,Petrol,Individual,Manual,First Owner,5.0,5,12.149999999999999,1199.0,74.0,110.0,3000.0,4300.0
6220,30000,Petrol,Individual,Manual,First Owner,5.0,4,15.3825,998.0,67.04,90.0,3500.0,3500.0
6221,90000,Petrol,Individual,Manual,Second Owner,5.0,10,14.25,998.0,66.1,90.0,3500.0,3500.0
6222,140000,Diesel,Individual,Manual,First Owner,7.0,6,12.834999999999999,2179.0,140.0,330.0,1600.0,2800.0
6223,104000,Diesel,Individual,Manual,Second Owner,5.0,14,14.62,1396.0,53.5,83.30000000000001,2500.0,2500.0
6224,9000,Petrol,Individual,Automatic,First Owner,5.0,3,16.049999999999997,1197.0,83.1,115.0,4000.0,4000.0
6225,19000,Petrol,Individual,Automatic,Second Owner,5.0,2,15.6675,1197.0,81.8,113.0,4200.0,4200.0
6226,20000,Petrol,Individual,Automatic,First Owner,5.0,4,15.3825,998.0,67.0,90.0,3500.0,3500.0
6227,70000,Diesel,Individual,Manual,First Owner,5.0,5,20.655,1248.0,88.5,200.0,1750.0,1750.0
6228,53000,Diesel,Individual,Manual,First Owner,5.0,6,20.4,1120.0,70.0,160.0,1500.0,2750.0
6229,105000,Diesel,Individual,Manual,Second Owner,5.0,8,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
6230,16000,Diesel,Individual,Manual,First Owner,7.0,6,15.350999999999999,2523.0,63.0,182.5,1500.0,1800.0
6231,7200,Petrol,Individual,Manual,First Owner,5.0,2,15.825000000000001,998.0,100.5,150.0,1700.0,4500.0
6232,77000,Diesel,Individual,Manual,Second Owner,5.0,10,18.7595,1199.0,73.9,180.0,2000.0,2000.0
6233,40000,Diesel,Individual,Manual,First Owner,6.0,4,21.522,1198.0,77.0,190.0,1750.0,2250.0
6234,70000,Diesel,Individual,Manual,Second Owner,5.0,9,16.405,1248.0,73.9,190.0,2000.0,2000.0
6235,50000,Petrol,Individual,Manual,First Owner,5.0,4,13.59,1196.0,86.8,112.0,4000.0,4000.0
6236,85000,LPG,Individual,Manual,First Owner,5.0,6,13.45,1086.0,62.1,96.1,3000.0,3000.0
6237,58000,Petrol,Individual,Manual,Second Owner,7.0,5,11.5275,1196.0,73.0,101.0,3000.0,3000.0
6238,85000,Diesel,Individual,Manual,First Owner,7.0,8,14.0675,2498.0,105.0,247.0,1800.0,2000.0
6239,65000,Petrol,Individual,Manual,First Owner,5.0,7,14.325000000000001,1197.0,81.86,113.75,4000.0,4000.0
6240,120000,Diesel,Individual,Manual,First Owner,6.0,4,21.522,1198.0,77.0,190.0,1750.0,2250.0
6241,50000,Petrol,Individual,Manual,Second Owner,5.0,8,13.440000000000001,1086.0,62.1,96.1,3000.0,3000.0
6242,30000,Petrol,Individual,Automatic,First Owner,5.0,3,15.3825,998.0,67.0,90.0,3500.0,3500.0
6243,58000,Petrol,Individual,Manual,Second Owner,5.0,7,17.9625,998.0,67.05,90.0,3500.0,3500.0
6244,70000,Diesel,Individual,Manual,Second Owner,5.0,10,21.624,936.0,57.6,150.0,1750.0,1750.0
6245,110000,Diesel,Individual,Manual,Second Owner,5.0,3,17.5525,1248.0,88.7,190.0,1750.0,3000.0
6246,65000,Petrol,Individual,Manual,Third Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
6247,90000,Diesel,Individual,Manual,Second Owner,5.0,7,16.727999999999998,1399.0,67.0,160.0,2000.0,2000.0
6248,200000,Diesel,Individual,Manual,First Owner,7.0,13,11.559999999999999,2523.0,63.0,180.0,1440.0,1500.0
6249,100000,Diesel,Individual,Manual,Second Owner,5.0,7,16.727999999999998,1399.0,67.0,160.0,2000.0,2000.0
6250,80000,Diesel,Individual,Manual,Second Owner,5.0,9,17.0,1399.0,68.0,160.0,2000.0,2000.0
6251,60000,Diesel,Individual,Automatic,First Owner,7.0,4,14.8325,1493.0,100.0,240.0,1600.0,2800.0
6252,40000,Petrol,Individual,Manual,First Owner,5.0,5,17.9625,998.0,67.05,90.0,3500.0,3500.0
6253,50000,Diesel,Individual,Manual,First Owner,5.0,6,22.2785,1248.0,88.5,200.0,1750.0,1750.0
6254,110000,Petrol,Individual,Manual,First Owner,5.0,6,15.3825,998.0,67.04,90.0,3500.0,3500.0
6255,50000,Diesel,Individual,Manual,Second Owner,5.0,10,20.0345,1396.0,70.0,140.0,1800.0,3000.0
6256,30000,Diesel,Individual,Manual,First Owner,7.0,3,15.716499999999998,1493.0,100.0,240.0,1600.0,2800.0
6257,40000,Petrol,Individual,Manual,First Owner,5.0,4,18.8775,799.0,53.3,72.0,4386.0,4386.0
6258,40000,Petrol,Individual,Manual,First Owner,5.0,5,17.9625,998.0,67.05,90.0,3500.0,3500.0
6259,70000,Petrol,Individual,Manual,Second Owner,4.0,14,12.075000000000001,796.0,37.0,59.0,2500.0,2500.0
6260,80000,Petrol,Individual,Manual,Third Owner,5.0,9,15.690000000000001,998.0,67.1,90.0,3500.0,3500.0
6262,15000,Petrol,Individual,Manual,First Owner,5.0,5,15.299999999999999,1197.0,81.8,113.0,4200.0,4200.0
6264,88000,Diesel,Dealer,Automatic,First Owner,5.0,5,18.411,1498.0,103.52,250.0,1500.0,2500.0
6265,80000,Diesel,Dealer,Manual,First Owner,7.0,7,11.0415,2494.0,100.6,200.0,1200.0,3600.0
6266,59865,Diesel,Dealer,Manual,First Owner,7.0,3,12.834999999999999,2179.0,152.87,360.0,1750.0,2800.0
6267,60000,Diesel,Dealer,Manual,First Owner,5.0,5,18.266499999999997,1498.0,108.5,250.0,1500.0,3000.0
6268,72000,Diesel,Dealer,Manual,First Owner,5.0,6,19.159,1396.0,88.73,219.7,1500.0,2750.0
6269,68140,Petrol,Dealer,Automatic,First Owner,5.0,4,13.5,1497.0,117.6,145.0,4600.0,4600.0
6270,53190,Diesel,Dealer,Manual,First Owner,5.0,7,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
6271,70100,Diesel,Dealer,Manual,First Owner,5.0,7,19.159,1396.0,88.73,219.7,1500.0,2750.0
6272,47725,Diesel,Dealer,Manual,First Owner,5.0,3,23.205,1498.0,98.6,200.0,1750.0,1750.0
6273,70195,Diesel,Dealer,Manual,Second Owner,5.0,7,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
6274,77395,Diesel,Dealer,Manual,Second Owner,5.0,10,17.0,1399.0,68.0,160.0,2000.0,2000.0
6275,17000,Diesel,Dealer,Manual,First Owner,8.0,2,14.705,1497.0,121.0,300.0,1750.0,2500.0
6276,64000,Diesel,Dealer,Automatic,First Owner,5.0,8,12.427,1498.0,113.42,250.0,1500.0,2750.0
6277,74321,Diesel,Dealer,Manual,First Owner,5.0,7,21.624,936.0,56.3,142.5,1750.0,1750.0
6278,80235,Diesel,Dealer,Manual,Second Owner,5.0,8,24.139999999999997,1248.0,74.02,190.0,2000.0,2000.0
6279,77150,Diesel,Dealer,Automatic,First Owner,5.0,5,14.4585,1582.0,126.2,259.9,1900.0,2750.0
6280,69000,Diesel,Dealer,Automatic,First Owner,5.0,6,18.827499999999997,1498.0,108.6,250.0,1500.0,3000.0
6281,116000,Diesel,Individual,Manual,First Owner,5.0,11,15.895,1896.0,66.0,210.0,1900.0,1900.0
6282,80000,Diesel,Individual,Manual,First Owner,5.0,6,20.314999999999998,1582.0,126.32,259.8,1900.0,2750.0
6283,26000,Diesel,Individual,Manual,First Owner,5.0,3,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
6284,100000,Diesel,Individual,Manual,First Owner,5.0,3,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
6285,82300,CNG,Individual,Manual,Second Owner,5.0,9,26.83,796.0,38.4,62.0,3000.0,3000.0
6286,82050,Diesel,Individual,Manual,First Owner,5.0,4,16.405,1248.0,73.9,190.0,2000.0,2000.0
6288,120000,Diesel,Individual,Manual,Second Owner,7.0,9,12.834999999999999,2179.0,140.0,330.0,1600.0,2800.0
6289,30000,Petrol,Individual,Automatic,First Owner,5.0,3,18.03,999.0,67.0,91.0,4250.0,4250.0
6290,6000,Petrol,Individual,Manual,First Owner,5.0,2,14.625,1199.0,88.76,110.0,4800.0,4800.0
6291,30000,Petrol,Individual,Manual,First Owner,5.0,4,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
6292,70000,Diesel,Individual,Manual,First Owner,7.0,6,17.6545,1248.0,88.76,200.0,1750.0,1750.0
6293,70000,CNG,Individual,Manual,Second Owner,5.0,11,26.83,796.0,38.4,62.0,3000.0,3000.0
6294,70000,Diesel,Individual,Manual,First Owner,7.0,6,17.6545,1248.0,88.76,200.0,1750.0,1750.0
6295,120000,Diesel,Individual,Manual,First Owner,5.0,13,15.13,1248.0,75.0,190.0,2000.0,2000.0
6296,80000,Diesel,Individual,Manual,Second Owner,5.0,7,20.4,1120.0,70.0,160.0,1500.0,2750.0
